declaration	historical_owner	destination_module	code	tier	disposition
NumStability.sum_cauchyInverseOnesEntry	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Analysis.TestMatrices.Cauchy.Cauchy	R_CAUCHY	reusable	relocated
NumStability.sum_fin_ite_lt_eq_ginibreAlternatingCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedRankTransfer	S_GIN_SIGNED	source	relocated
NumStability.sum_fin_ite_lt_eq_ginibreAlternatingPairCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedRankTransfer	S_GIN_SIGNED	source	relocated
NumStability.sum_ginibreIncidenceRankImage_pairPrefix_eq_alternatingPairCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	S_GIN_SIGNED	source	retained
NumStability.sum_ginibreIncidenceRankImage_sign_eq_alternatingCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	S_GIN_SIGNED	source	retained
NumStability.sum_ginibreIncidenceRankPieceBelow_image_sign_eq_alternatingCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	S_GIN_SIGNED	source	retained
NumStability.sum_indicator_ginibrePermutationsFixing	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_indicator_ginibrePermutationsFixing_complex	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_inv_mul_sqrt_succ_le_six	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.sum_inv_sqrt_succ_le_two_sqrt	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.sum_lintegral_ginibreRankImages_eq_fiberMultiplicity	NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	S_GIN_PROJ	source	retained
NumStability.sum_pow_card_ginibrePermutationFixedPoints	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_pow_card_ginibrePermutationFixedPoints_complex	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_pow_card_ginibrePermutationFixedPoints_eq_powerset	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_pow_card_ginibrePermutationFixedPoints_eq_powerset_complex	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_pow_card_ginibrePermutationFixedPoints_eq_range	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_pow_card_ginibrePermutationFixedPoints_eq_range_complex	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_powerset_ginibrePermutationFixedPoints_eq_indicator	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_powerset_ginibrePermutationFixedPoints_eq_indicator_complex	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.sum_range_choose_mul_choose	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.HilbertCondition	S_S01_HILBERT	source	relocated
NumStability.summable_ginibreHypergeometricTerm	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	S_GIN_FINEXP	source	retained
NumStability.symmetricRandsvdMatrix	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.symmetricRandsvdMatrix_column_eigenpair	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.symmetricRandsvdMatrix_transpose	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.symmetricToeplitzEigenvalue	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Toeplitz.Contracts	R_TOEPLITZ	reusable	relocated
NumStability.symmetricToeplitzEigenvalue_secondDifference	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.ToeplitzCondition	S_S05_TOEPLITZ	source	relocated
NumStability.symmetricToeplitz_orthogonal_diagonalization	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Algorithms.TestMatrices.Higham28Contracts	R_TOEPLITZ	reusable	retained
NumStability.symmetricToeplitz_scaled_sine_eigenpair	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Algorithms.TestMatrices.Higham28Contracts	R_TOEPLITZ	reusable	retained
NumStability.symmetricToeplitz_sine_eigenpair	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Algorithms.TestMatrices.Higham28Contracts	R_TOEPLITZ	reusable	retained
NumStability.tailBlock_orthogonal	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.tailBlock_transpose_mulVec_zero	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.tail_householderVector	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.tail_input_apply	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.tail_input_reindex	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.tendsto_ginibre_signed_boundary_primitive	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedScalar	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedScalar	S_GIN_SIGNED	source	relocated
NumStability.tendsto_pow_mul_exp_mul_sub_sq_pow	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedScalar	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedScalar	S_GIN_SIGNED	source	relocated
NumStability.tendsto_pow_mul_exp_neg_sq_div_two	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedScalar	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedScalar	S_GIN_SIGNED	source	relocated
NumStability.tendsto_secondDifferenceHalfAngle	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.ToeplitzCondition	S_S05_TOEPLITZ	source	relocated
NumStability.toeplitzScaledVector	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.ToeplitzGeneral	S_S05_TOEPLITZ	source	relocated
NumStability.toeplitzSineVector	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Toeplitz.Contracts	R_TOEPLITZ	reusable	relocated
NumStability.toeplitzSineVector_ne_zero	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Algorithms.TestMatrices.Higham28Contracts	R_TOEPLITZ	reusable	retained
NumStability.trace_ginibreTraceStretch	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreAbsoluteDetRecurrence	S_GIN_FINEXP	source	relocated
NumStability.trace_ginibreTracelessPart	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.GinibreTraceDensity	S_GIN_PROB	source	relocated
NumStability.tridiagonalToeplitz	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Toeplitz.Basic	R_TOEPLITZ	reusable	relocated
NumStability.tridiagonalToeplitz_diag	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Toeplitz.Basic	R_TOEPLITZ	reusable	relocated
NumStability.tridiagonalToeplitz_mulVec_apply	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Toeplitz.Contracts	R_TOEPLITZ	reusable	relocated
NumStability.tridiagonalToeplitz_mulVec_scaled_similarity	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.ToeplitzGeneral	S_S05_TOEPLITZ	source	relocated
NumStability.tridiagonalToeplitz_mul_apply_right	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Toeplitz.Basic	R_TOEPLITZ	reusable	relocated
NumStability.tridiagonalToeplitz_mul_secondDifferenceInverse	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Toeplitz.Basic	R_TOEPLITZ	reusable	relocated
NumStability.tridiagonalToeplitz_p522_charpoly_of_product_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	S_S05_TOEPLITZ	source	retained
NumStability.tridiagonalToeplitz_p522_roots_charpoly_of_product_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	S_S05_TOEPLITZ	source	retained
NumStability.tridiagonalToeplitz_p522_unrestricted_charpoly	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	S_S05_TOEPLITZ	source	retained
NumStability.tridiagonalToeplitz_p522_unrestricted_eigenvalue	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	S_S05_TOEPLITZ	source	retained
NumStability.tridiagonalToeplitz_p522_unrestricted_roots_charpoly	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	S_S05_TOEPLITZ	source	retained
NumStability.tridiagonalToeplitz_transpose	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Toeplitz.Basic	R_TOEPLITZ	reusable	relocated
NumStability.two_mul_ginibreCorollary31Factor_product_div_pi	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.GinibreSignedConclusion	S_GIN_SIGNED	source	relocated
NumStability.uniformPositivePerronAlmostSure	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Algorithms.TestMatrices.Higham28Probability	S_PERRON	source	retained
NumStability.uniformPositivePerronAlmostSure_of_boundary_null_of_perron	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Algorithms.TestMatrices.Higham28Probability	S_PERRON	source	retained
NumStability.uniformUnitIntervalMatrixMeasure	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Algorithms.TestMatrices.Higham28Probability	S_GIN_PROB	source	retained
NumStability.uniformUnitIntervalMatrixMeasure_strictlyPositive	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Algorithms.TestMatrices.Higham28Probability	S_GIN_PROB	source	retained
NumStability.uniformUnitIntervalMatrixMeasure_univ	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Algorithms.TestMatrices.Higham28Probability	S_GIN_PROB	source	retained
NumStability.unitEquivFinOne	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.GinibreIncidence	S_GIN_INC	source	relocated
NumStability.vecNorm2_pascalSmallestEigenvector	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.volume_preserving_ginibreCoordinateReorder	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	S_GIN_PLANES	source	retained
NumStability.volume_preserving_ginibreCoordinatesFinMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	S_GIN_PLANES	source	retained
_private.NumStability.Algorithms.TestMatrices.Higham28Companion.0.NumStability.companionCyclicSeed	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Algorithms.TestMatrices.Higham28Companion	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28Companion.0.NumStability.companion_transpose_minpoly_natDegree_ge	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Algorithms.TestMatrices.Higham28Companion	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28Companion.0.NumStability.companion_transpose_pow_seed_succ	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Algorithms.TestMatrices.Higham28Companion	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment_gram	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment_smul	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment_truncated	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionExceptionalCore	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionExceptionalCore_charpoly	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionGramFormula_mulVec_apply	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionGram_sub_one_eq_rankTwo	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionLastBasis	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionLastBasis_mul_sum	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionRankTwoLeft	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionRankTwoLeft_mul_right	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
