declaration	kind	visibility	historical_owner	destination_module	tier	disposition	command_root	start_line
NumStability.rowSqNormProbDen	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSqNormProbDen	52
NumStability.rowSqNormProbDen_eq_nat_of_orthonormal_columns	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.Core	reusable	relocated	NumStability.rowSqNormProbDen_eq_nat_of_orthonormal_columns	199
NumStability.rowSqNormProbDen_pos_of_orthonormal_columns	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.Core	reusable	relocated	NumStability.rowSqNormProbDen_pos_of_orthonormal_columns	222
NumStability.rowSqNormProbDen_preconditionColumns_eq_nat_of_orthogonal	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowSqNormProbDen_preconditionColumns_eq_nat_of_orthogonal	8759
NumStability.rowSqNormProbDen_preconditionElements_eq_nat_of_orthogonal	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowSqNormProbDen_preconditionElements_eq_nat_of_orthogonal	8769
NumStability.rowSqNormProbDen_preconditionRows_eq_nat_of_orthogonal	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowSqNormProbDen_preconditionRows_eq_nat_of_orthogonal	8749
NumStability.rowSqNormProbDen_signedOrthogonalPreconditionRows_eq_nat	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowSqNormProbDen_signedOrthogonalPreconditionRows_eq_nat	8812
NumStability.rowSqNormProb_mul_rowOuterGramSample_eq	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSqNormProb_mul_rowOuterGramSample_eq	705
NumStability.rowSqNormProb_mul_rowSampleIncrement_mul_eq	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSqNormProb_mul_rowSampleIncrement_mul_eq	360
NumStability.rowSqNormProb_ne_zero_of_entry_ne_zero	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSqNormProb_ne_zero_of_entry_ne_zero	127
NumStability.rowSqNormProb_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSqNormProb_nonneg	101
NumStability.rowSqNormProb_pos_of_entry_ne_zero	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSqNormProb_pos_of_entry_ne_zero	109
NumStability.rowSqNormProb_sum_eq_one	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Source.DrineasMahoney.RandNLA2016.Equation04.RowSamplingProbability.Normalization	source	relocated	NumStability.rowSqNormProb_sum_eq_one	117
NumStability.rowSqNormSampleProbability	definition	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormSampleProbability	30
NumStability.rowSqNormTraceProbMass	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSqNormTraceProbMass	745
NumStability.rowSqNormTraceProbMass_eq_zero_of_exists_prob_zero	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSqNormTraceProbMass_eq_zero_of_exists_prob_zero	800
NumStability.rowSqNormTraceProbMass_marginal_one	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.Bounds	source	relocated	NumStability.rowSqNormTraceProbMass_marginal_one	138
NumStability.rowSqNormTraceProbMass_marginal_two_ne	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbMass_marginal_two_ne	267
NumStability.rowSqNormTraceProbMass_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSqNormTraceProbMass_nonneg	751
NumStability.rowSqNormTraceProbMass_snoc	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.TraceMGF.RowNorm	reusable	relocated	NumStability.rowSqNormTraceProbMass_snoc	137
NumStability.rowSqNormTraceProbMass_sum_eq_one	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm02.RowSampling.Endpoints	source	relocated	NumStability.rowSqNormTraceProbMass_sum_eq_one	759
NumStability.rowSqNormTraceProbability	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm02.RowSampling.Endpoints	source	relocated	NumStability.rowSqNormTraceProbability	783
NumStability.rowSqNormTraceProbabilityFiniteRealTraceMGFLogBound	definition	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormTraceProbabilityFiniteRealTraceMGFLogBound	435
NumStability.rowSqNormTraceProbabilityFiniteRealTraceMGFLogBound_zero_le_card_mul_exp_of_log_le_real_smul_one	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormTraceProbabilityFiniteRealTraceMGFLogBound_zero_le_card_mul_exp_of_log_le_real_smul_one	451
NumStability.rowSqNormTraceProbability_eventProb_computedGram_frob_error_le_epsilon_add_tau	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_computedGram_frob_error_le_epsilon_add_tau	2670
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramDotWithComputedDen_frob_error_le_epsilon_add_explicit_budget	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramDotWithComputedDen_frob_error_le_epsilon_add_explicit_budget	3146
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramDot_frob_error_le_epsilon_add_explicit_budget	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramDot_frob_error_le_epsilon_add_explicit_budget	3037
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramWithComputedDen_frob_error_le_epsilon_add_explicit_budget	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramWithComputedDen_frob_error_le_epsilon_add_explicit_budget	3094
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_explicit_budget	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_explicit_budget	2934
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_scaling_budget	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_scaling_budget	2996
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau	2837
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_dot_zero	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_dot_zero	3017
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_of_entrywise_budget	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_of_entrywise_budget	2901
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_of_forall	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_of_forall	2863
NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_epsilon	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_epsilon	2625
NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_epsilon_of_budget	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_epsilon_of_budget	2652
NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_ge_one_sub	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_ge_one_sub	2576
NumStability.rowSqNormTraceProbability_eventProb_rowSketchGram_frob_error_le_epsilon_add_tau	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_eventProb_rowSketchGram_frob_error_le_epsilon_add_tau	2749
NumStability.rowSqNormTraceProbability_eventProb_rowTracePositiveProb	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm02.RowSampling.Endpoints	source	relocated	NumStability.rowSqNormTraceProbability_eventProb_rowTracePositiveProb	809
NumStability.rowSqNormTraceProbability_expectationCStarMatrix_step_eq	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormTraceProbability_expectationCStarMatrix_step_eq	58
NumStability.rowSqNormTraceProbability_expectationCStarMatrix_step_eq_sampleExpectation	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormTraceProbability_expectationCStarMatrix_step_eq_sampleExpectation	86
NumStability.rowSqNormTraceProbability_expectationComplex_step_eq	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormTraceProbability_expectationComplex_step_eq	38
NumStability.rowSqNormTraceProbability_expectationReal_centered_sum_sq	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_expectationReal_centered_sum_sq	439
NumStability.rowSqNormTraceProbability_expectationReal_finiteTrace_finiteMatrixExp_add_sum_le	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormTraceProbability_expectationReal_finiteTrace_finiteMatrixExp_add_sum_le	346
NumStability.rowSqNormTraceProbability_expectationReal_fl_rowSampleGram_entry_bias_bound_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.Bounds	source	relocated	NumStability.rowSqNormTraceProbability_expectationReal_fl_rowSampleGram_entry_bias_bound_of_entrywise	2442
NumStability.rowSqNormTraceProbability_expectationReal_fl_rowSampleGram_frob_error_le_add_perturb	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_expectationReal_fl_rowSampleGram_frob_error_le_add_perturb	2554
NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_entry	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.Bounds	source	relocated	NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_entry	395
NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_entry_error_sq	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_entry_error_sq	820
NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_frob_error_le	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_frob_error_le	997
NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_frob_error_sq_le	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_frob_error_sq_le	929
NumStability.rowSqNormTraceProbability_expectationReal_rowSketchGram_entry_bias_bound_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.Bounds	source	relocated	NumStability.rowSqNormTraceProbability_expectationReal_rowSketchGram_entry_bias_bound_of_entrywise	2381
NumStability.rowSqNormTraceProbability_expectationReal_rowSketchGram_frob_error_le_add_perturb	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_expectationReal_rowSketchGram_frob_error_le_add_perturb	2468
NumStability.rowSqNormTraceProbability_expectationReal_sampleAverage_sub_mean_sq	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandNLA.RowSamplingGram	compatibility	retained_private_closure	NumStability.rowSqNormTraceProbability_expectationReal_sampleAverage_sub_mean_sq	537
NumStability.rowSqNormTraceProbability_expectationReal_succ_last_eq	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormTraceProbability_expectationReal_succ_last_eq	149
NumStability.rowSqNormTraceProbability_expectationReal_trace_normed_exp_add_step_le	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormTraceProbability_expectationReal_trace_normed_exp_add_step_le	101
NumStability.rowSqNormTraceProbability_expectationReal_trace_normed_exp_add_sum_le	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	source	relocated	NumStability.rowSqNormTraceProbability_expectationReal_trace_normed_exp_add_sum_le	209
NumStability.rowTracePositiveProb	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowTracePositiveProb	792
NumStability.sampleHitIndicator	definition	public	NumStability.Algorithms.RandNLA.HitCountConcentration	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.HitCounts.Bounds	reusable	relocated	NumStability.sampleHitIndicator	520
